total,filter,remove,rank,organization,country,country_iso,ratio,asn,region
22,0,0,8328,JSC Oblcom,Russia,RU,0,31225,RIPE NCC
22,22,0,8329,SMITH BAGLEY INC,United States,US,1,1410,ARIN
22,20,0,8330,Meramec Interactive Services Network,United States,US,0.91,19170,ARIN
22,21,0,8330,SCI REMC,United States,US,0.95,395379,ARIN
22,22,0,8332,Norwood Light Broadband,United States,US,1,35891,ARIN
22,22,0,8332,Amuri.net,New Zealand,NZ,1,45475,APNIC
22,0,0,8336,Great River Energy,United States,US,0,31929,ARIN
22,0,0,8336,Informática y Telecomunicaciones S.A.,Argentina,AR,0,27879,LACNIC
22,0,0,8336,GRUPA INTERIA.PL MEDIA Sp z.o.o. SK,Poland,PL,0,16138,RIPE NCC
22,0,0,8339,OPTOENLACES S.A. DE C.V.,Mexico,MX,0,265509,LACNIC
22,22,0,8339,"e-Tel, LLC",United States,US,1,11970,ARIN
22,22,0,8343,"The Aero Group, Inc.",United States,US,1,16609,ARIN
22,22,0,8343,GLENWOOD TELEPHONE MEMBERSHIP CORPORATION,United States,US,1,29900,ARIN
22,0,0,8343,"PT. Smartfren Telecom, Tbk",Indonesia,ID,0,133798,APNIC
22,0,0,8343,COMCELL INC.,United States,US,0,46719,ARIN
22,0,0,8350,SMART TELECOMUNICAÇÕES E SERVIÇOS EIRELLI EPP,Brazil,BR,0,28310,LACNIC
22,0,0,8350,IP TelCom LLC,Belarus,BY,0,21305,RIPE NCC
22,0,0,8350,Berks County Intermediate Unit,United States,US,0,31763,ARIN
22,22,0,8350,Cadr-TV LLE TVRC,Czechia,CZ,1,57800,RIPE NCC
22,5,0,8350,Ideal Hosting Teknoloji A.S.,Turkey,TR,0.23,29262,RIPE NCC
22,0,0,8365,Lovitel LLC,Russia,RU,0,41275,RIPE NCC
22,0,0,8366,Global Network Telecomunicações do Brasil Ltda.,Brazil,BR,0,52758,LACNIC
22,0,0,8367,VSAT- TELECOMUNICAÇÕES LTDA,Brazil,BR,0,262385,LACNIC
22,0,0,8370,Technology & Networks LLC,Russia,RU,0,30833,RIPE NCC
22,0,0,8371,NMMN New Media Markets & Networks IT-Services GmbH,Germany,DE,0,20694,RIPE NCC
22,0,0,8374,Puerto Rico Webmasters,United States,US,0,11653,ARIN
22,0,0,8375,Teleon Telecomunicaçoes Ltda,Brazil,BR,0,28207,LACNIC
22,0,0,8376,"Ongoing Operations, LLC",United States,US,0,13480,ARIN
22,0,0,8377,PRESNET s.r.o.,Slovakia,SK,0,51653,RIPE NCC
22,0,0,8381,COMPUGRAF Serviços Ltda,Brazil,BR,0,16594,LACNIC
22,0,0,8381,Sator Engenharia Ltda.,Brazil,BR,0,28238,LACNIC
22,0,0,8385,Braintree Electric Light Dept.,United States,US,0,32220,ARIN
22,0,0,8385,Atlas Telecom Ltd.,Russia,RU,0,59600,RIPE NCC
22,0,0,8385,Beirel Telecom LLC,Russia,RU,0,42148,RIPE NCC
22,0,0,8385,"DISENADORES INFORMATICOS Y TECNOLOGICOS, S.L.",Spain,ES,0,58345,RIPE NCC
22,0,0,8385,"""Domain names registrar REG.RU"", Ltd",Russia,RU,0,49352,RIPE NCC
22,0,0,8391,EuroQuest Oy Ltd,Finland,FI,0,45010,RIPE NCC
22,0,0,8394,SWKO - SouthWest Kansas Online,United States,US,0,21586,ARIN
22,0,0,8394,"TOO ""B-TEL""",Kazakhstan,KZ,0,61367,RIPE NCC
22,0,0,8394,"LC ""COMLINK""",Russia,RU,0,47594,RIPE NCC
22,0,0,8394,Zamnet,Zambia,ZM,0,7420,AFRINIC
22,22,0,8394,"Kabelova televize Koprivnice, s.r.o.",Czechia,CZ,1,207198,RIPE NCC
22,0,0,8409,Tri City WiFi Corp.,Canada,CA,0,394146,ARIN
22,0,0,8410,"MONTANA WEST, L.L.C.",United States,US,0,54327,ARIN
22,0,0,8411,OOO NETCOM,Russia,RU,0,56707,RIPE NCC
22,0,0,8414,DataHata Ltd,Belarus,BY,0,56740,RIPE NCC
22,0,0,8416,Nova Internet S.L.,Spain,ES,0,12521,RIPE NCC
22,22,0,8418,ARKADA-X Ltd.,Ukraine,UA,1,31556,RIPE NCC
22,0,0,8419,CABLEMURCIA SL,Spain,ES,0,43402,RIPE NCC
22,0,0,8419,Niobe Bilisim Teknolojileri Yazilim San. Tic. Ltd. Sti.,Turkey,TR,0,42868,RIPE NCC
22,0,0,8421,B2B Wholesale Pty Ltd,Australia,AU,0,134141,APNIC
22,21,0,8424,Wessex Internet Limited,United Kingdom,GB,0.95,206347,RIPE NCC
22,0,0,8425,6G Networks Inc,United States,US,0,14037,ARIN
22,0,0,8427,GY Consultancy Group Inc.,Philippines,PH,0,133778,APNIC
22,22,0,8428,Compic OU,Estonia,EE,1,39823,RIPE NCC
22,0,0,8429,ISP PROVERNET INFORMATICA LTDA - ME,Brazil,BR,0,52631,LACNIC
22,7,0,8432,K3 Telecom Sp. z o.o.,Poland,PL,0.32,50550,RIPE NCC
22,0,0,8435,Impact Business Solutions,United States,US,0,27006,ARIN
22,0,0,8437,ETHERNET XPRESS PVT. LTD.,India,IN,0,134053,APNIC
22,22,0,8438,TAOS NET LLC,United States,US,1,14901,ARIN
22,0,0,8439,Nisatel LTD,Albania,AL,0,29238,RIPE NCC
22,6,0,8439,Airgenie Communications Private Limited,India,IN,0.27,134021,APNIC
22,0,0,8439,Wes-Tex Telecommunications LTD,United States,US,0,30072,ARIN
22,0,0,8439,GCA Telecom,El Salvador,SV,0,27708,LACNIC
22,0,0,8443,Alexey Geiner,Russia,RU,0,204161,RIPE NCC
22,0,0,8443,Digital Service Ltd.,Ukraine,UA,0,29128,RIPE NCC
22,0,0,8449,Ehinet Srl,Italy,IT,0,43989,RIPE NCC
22,0,0,8454,Svyaz-Holding Ltd.,Russia,RU,0,43045,RIPE NCC
22,0,0,8456,NPF SOFTVIDEO Ltd.,Russia,RU,0,57712,RIPE NCC
22,0,0,8458,GULFSATCOMMUNICATIONS COMPANY K.S.C.,Kuwait,KW,0,25122,RIPE NCC
22,0,0,8459,Teletek 5060 AB,Sweden,SE,0,203052,RIPE NCC
22,22,0,8461,HZ Hosting Ltd,Bulgaria,BG,1,59711,RIPE NCC
22,0,0,8461,Seclan Oy,Finland,FI,0,39242,RIPE NCC
22,0,0,8465,Western Digital Corporation,United States,US,0,33045,ARIN
22,0,0,8465,VNET LLC,Russia,RU,0,56690,RIPE NCC
22,0,0,8467,MAXSERWIS Sp.zo.o.,Poland,PL,0,57889,RIPE NCC
22,0,0,8467,Vietnam Technology and Telecommunication JSC,Vietnam,VN,0,45557,APNIC
22,14,0,8467,"San Luis Valley Rural Electric Cooperative, Inc.",United States,US,0.64,393436,ARIN
22,0,0,8470,O-NET,Canada,CA,0,54841,ARIN
22,0,0,8470,Premis ehf,Iceland,IS,0,60690,RIPE NCC
22,0,0,8477,"Sll ""Computer & Communication System",Russia,RU,0,42526,RIPE NCC
22,0,0,8477,Reedsburg Utility Commission,United States,US,0,62759,ARIN
22,0,0,8477,Aftab IT Limited,Bangladesh,BD,0,38071,APNIC
22,0,0,8477,"Surf Air Wireless, LLC",United States,US,0,40926,ARIN
22,0,0,8483,E-Networks Inc.,Guyana,GY,0,52253,LACNIC
22,0,0,8492,LINKMAIS PROVEDOR DE ACESSO AS REDES DE COM. LTDA,Brazil,BR,0,262819,LACNIC
22,0,0,8495,Intek-Mytischi LLC,Russia,RU,0,57456,RIPE NCC
22,0,0,8497,Sureline Telecom,United States,US,0,63069,ARIN
22,18,0,8499,FHP TELECOMUNICACAO E COM VAREJISTA DE PRODUTOS DE,Brazil,BR,0.82,52937,LACNIC
22,22,0,8500,Intraffic LLC,Ukraine,UA,1,43658,RIPE NCC
22,0,0,8501,IPV7 SERVICOS DE TELECOMUNICACOES BRASIL LTDA,Brazil,BR,0,268145,LACNIC
22,0,0,8503,"IHS Global, Inc.",United States,US,0,27205,ARIN
22,0,0,8506,JSC SATIS-TL-94,Russia,RU,0,29304,RIPE NCC
22,0,0,8507,ASOCIACION DE SERVICIO DE INTERNET S. DE RL.,Honduras,HN,0,262234,LACNIC
22,22,0,8508,Bo data ApS,Denmark,DK,1,49974,RIPE NCC
22,0,0,8510,Mahanagar Telephone (Mauritius) Ltd,Mauritius,MU,0,37622,AFRINIC
22,0,0,8511,VOA TELECOMUNICACOES EIRELI - EPP,Brazil,BR,0,263520,LACNIC
22,0,0,8516,CST SERVIÇOS DE INFORMÁTICA E CALL CENTER LTDA.,Brazil,BR,0,28670,LACNIC
22,0,0,8516,UWBR VOX Telecomunicações S/A,Brazil,BR,0,262617,LACNIC
22,0,0,8518,PT MEDIA LINTAS DATA,Indonesia,ID,0,45312,APNIC
22,0,0,8518,ZipNet Limited,Bangladesh,BD,0,18230,APNIC
22,0,0,8521,Flash Net Brasil Telecom Ltda - EPP,Brazil,BR,0,262535,LACNIC
22,22,0,8521,Telegia,United States,US,1,26259,ARIN
22,15,0,8521,PANGAEA,United States,US,0.68,27631,ARIN
22,0,0,8521,Teneta Telekom Ltd.,Russia,RU,0,59595,RIPE NCC
22,0,0,8526,Seitel - Seixas Telecomunicações,Brazil,BR,0,52748,LACNIC
22,0,0,8526,Ativas Data Center S.A.,Brazil,BR,0,263452,LACNIC
22,0,0,8526,National Center for Research on Earthquake Engineering,Taiwan,TW,0,18183,APNIC
22,0,0,8526,116 MADHAV DARSHAN,India,IN,0,131215,APNIC
22,0,0,8531,INET Communication,Honduras,HN,0,263686,LACNIC
22,0,0,8531,Chapar Rasaneh,Iran,IR,0,57235,RIPE NCC
22,0,0,8531,EasyConn SRL,Italy,IT,0,199941,RIPE NCC
22,0,0,8531,ALSOL Provedor de Internet Ltda.,Brazil,BR,0,52768,LACNIC
22,0,0,8531,Suburban Broadband Ltd,Nigeria,NG,0,37004,AFRINIC
22,0,0,8539,"Optical Communications Group, Inc.",United States,US,0,62668,ARIN
22,0,0,8542,VEROLINE Ltd,Russia,RU,0,5433,RIPE NCC
22,0,0,8544,CRATIS d.o.o.,Croatia,HR,0,61094,RIPE NCC
22,0,0,8545,"DataChambers, LLC",United States,US,0,29765,ARIN
22,0,0,8546,Amarillo Wireless,United States,US,0,63296,ARIN
22,0,0,8546,"TIVIT CHILE TERCERIZACIÓN DE PROCESOS, SERVICIOS Y TECNOLOGÍA SpA",Chile,CL,0,27735,LACNIC
22,0,0,8549,IP4B Inc.,Canada,CA,0,26413,ARIN
22,0,0,8553,Telmex Chile Internet S.A.,Chile,CL,0,263173,LACNIC
22,0,0,8553,NewMedia Express Pte Ltd,Singapore,SG,0,134451,APNIC
22,0,0,8553,Zelenaya Tochka Lipetsk LLC,Russia,RU,0,201250,RIPE NCC
22,22,0,8553,BT NET d.o.o. za trgovinu i usluge,Croatia,HR,1,1886,RIPE NCC
22,22,0,8553,Netversor GmbH,Germany,DE,1,200081,RIPE NCC
22,0,0,8559,Kvartal Plus Ltd,Russia,RU,0,49325,RIPE NCC
22,7,0,8559,"QWK.net Hosting, L.L.C.",United States,US,0.32,40281,ARIN
22,0,0,8565,FNOH DSL Suedheide GmbH,Germany,DE,0,203536,RIPE NCC
22,0,0,8569,Computer information technology Ltd.,Russia,RU,0,48257,RIPE NCC
22,9,0,8570,SmarterBroadband,United States,US,0.41,46276,ARIN
22,22,0,8571,The Summit Group (Australia) Pty Ltd,Australia,AU,1,132405,APNIC
22,0,0,8572,Centracom,South Africa,ZA,0,327791,AFRINIC
22,22,0,8574,Miratel Ltd,Ukraine,UA,1,48243,RIPE NCC
22,0,0,8575,"JSC ""Futures Telecom""",Russia,RU,0,25520,RIPE NCC
22,0,0,8576,REDE DE TELECOMUNICAÇÕES CARAJAS LTDA,Brazil,BR,0,52878,LACNIC
22,0,0,8578,Mft Internet Private Limited,India,IN,0,135253,APNIC
22,0,0,8579,Networks Soluções em Informática,Brazil,BR,0,263394,LACNIC
22,0,0,8580,"MGW Telephone Company, Inc.",United States,US,0,40641,ARIN
22,0,0,8580,"vXchnge Operating, LLC",United States,US,0,394895,ARIN
22,0,0,8583,Noutek Ltd,Russia,RU,0,50466,RIPE NCC
22,0,0,8583,Pipex Network,Bangladesh,BD,0,134712,APNIC
22,16,0,8585,"US Electrodynamics, Inc.",United States,US,0.73,394492,ARIN
22,0,0,8585,"Martin Prager trading as ""NbIServ""",Germany,DE,0,43847,RIPE NCC
22,0,0,8588,OOO Kompaniya Etype,Russia,RU,0,8774,RIPE NCC
22,0,0,8594,Cooperativa Eléctrica Antonio Carboni Ltda,Argentina,AR,0,52348,LACNIC
22,22,0,8594,Company for interactive technologies ITV NET Ltd.,Macedonia,MK,1,48057,RIPE NCC
22,0,0,8597,PT Sumber Data Indonesia,Indonesia,ID,0,56246,APNIC
22,0,0,8597,MKM Internet Solution Provider Ltda,Brazil,BR,0,262698,LACNIC
22,22,0,8597,"""FAN-TEX"" Aleksander Grzegorz HIRSZTRITT",Poland,PL,1,57213,RIPE NCC
22,0,0,8597,HIGH CONNECT REDES DE TELECOMUNICACOES LTDA,Brazil,BR,0,263946,LACNIC
22,22,0,8605,"CAMBODIAN SINGMENG TELEMEDIA CO., LTD",Cambodia,KH,1,133070,APNIC
22,22,0,8606,"SOUTH EAST ASIA TELECOM (Cambodia) Co., LTD",Cambodia,KH,1,55769,APNIC
22,0,0,8608,AVK-Wellcom Ltd.,Russia,RU,0,49403,RIPE NCC
22,0,0,8609,Infinite Networks PTY LTD,Australia,AU,0,38826,APNIC
22,0,0,8611,"Nuclearfallout Enterprises, Inc.",United States,US,0,14586,ARIN
22,0,0,8612,SKORUK ANDRIY OLEKSANDROVYCH,Ukraine,UA,0,196777,RIPE NCC
22,20,0,8614,Australia Power Control Systems,Australia,AU,0.91,45411,APNIC
22,18,0,8622,Owensboro Municipal Utilities,United States,US,0.82,13994,ARIN
22,0,0,8623,UNIMEDIA-SERVICES SAS,France,FR,0,202089,RIPE NCC
22,0,0,8623,TVNET FIBRA S.L.,Spain,ES,0,205624,RIPE NCC
22,0,0,8623,The Federal Guard Service of the Russian Federation,Russia,RU,0,8291,RIPE NCC
22,20,0,8627,"Towerstream I, Inc.",United States,US,0.91,19982,ARIN
22,0,0,8627,Perm National Research Polytechnic University,Russia,RU,0,6874,RIPE NCC
22,0,0,8630,BINAT BUSINESS LTD,Israel,IL,0,205209,RIPE NCC
22,0,0,8636,Sistemi Hardware&Software S.P.A.,Italy,IT,0,21101,RIPE NCC
22,0,0,8639,HINET - R W TELECOMUNICACOES EIRELI - EPP,Brazil,BR,0,267452,LACNIC
22,0,0,8640,P4 TELECOM LTDA,Brazil,BR,0,262893,LACNIC
22,0,0,8642,Garra Telecom Ltda,Brazil,BR,0,61851,LACNIC
22,0,0,8650,Fiberax Networking&Cloud Ltd.,United Kingdom,GB,0,31445,RIPE NCC
22,0,0,8652,"Jacek Opalka trading as P.H.U. ""Inter-SAT""",Poland,PL,0,206957,RIPE NCC
22,0,0,8653,Lanteca Telecom LTDA - ME,Brazil,BR,0,262993,LACNIC
22,0,0,8654,Neutrona Networks International LLC,United States,US,0,55259,ARIN
22,0,0,8655,MT SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,Poland,PL,0,196883,RIPE NCC
22,0,0,8657,Bright Net of Indiana,United States,US,0,16698,ARIN
22,0,0,8658,ISP SOLUTIONS S.A.,Guatemala,GT,0,28049,LACNIC
22,0,0,8660,Stadtwerke Kitzbuehel e.U.,Austria,AT,0,24792,RIPE NCC
22,0,0,8660,SychrovNET s.r.o,Czechia,CZ,0,198813,RIPE NCC
22,7,0,8660,Eliana Vanessa Morocho Oña,Ecuador,EC,0.32,263238,LACNIC
22,0,0,8664,Kaluska informatsiyna merezha LLC,Ukraine,UA,0,197522,RIPE NCC
22,0,0,8664,M. COELHO M. LIMA SERVICOS DE TELECOMUNICACAO - ME,Brazil,BR,0,264485,LACNIC
22,0,0,8667,TRANSFER Ltd.,Russia,RU,0,30729,RIPE NCC
22,0,0,8669,"Teleradiocompany ""Cable Television Merezhi Plus"" LTD",Ukraine,UA,0,50362,RIPE NCC
22,0,0,8669,Axian Kft.,Hungary,HU,0,31297,RIPE NCC
22,0,0,8669,TELCOCOM,Argentina,AR,0,52322,LACNIC
22,6,0,8669,PT Cloud Hosting Indonesia,Indonesia,ID,0.27,136052,APNIC
22,22,0,8669,Gastabudstaden AB,Sweden,SE,1,43012,RIPE NCC
22,0,0,8669,Celltech Provedor de Internet e Servicos Ltda,Brazil,BR,0,52979,LACNIC
22,6,0,8676,"Yudhawira Khatulistiwa, PT",Indonesia,ID,0.27,45710,APNIC
22,0,0,8676,ELI ANTONIO MARTINS ME,Brazil,BR,0,263393,LACNIC
22,0,0,8676,EMPRESA MINEIRA DE TELECOMUNICAÇOES LTDA -ME,Brazil,BR,0,52907,LACNIC
22,5,0,8676,"ALPHA ENTERPRISES LIMITED, INC.",United States,US,0.23,5758,ARIN
22,0,0,8683,AIRSTREAM SRL,Moldova,MD,0,204467,RIPE NCC
22,0,0,8683,Vero Internet,Brazil,BR,0,263864,LACNIC
22,0,0,8683,"ISpeed Wireless Inc.,",United States,US,0,30663,ARIN
22,0,0,8683,MUNI S.A,Equatorial Guinea,GQ,0,37337,AFRINIC
22,0,0,8683,Multinet (Udaipur) Private Limited,India,IN,0,133469,APNIC
22,0,0,8683,METRONET,Honduras,HN,0,262262,LACNIC
22,6,0,8683,"IP Teknologi Komunikasi, PT.",Indonesia,ID,0.27,23699,APNIC
22,0,0,8683,V + NET INTERNET,Brazil,BR,0,52604,LACNIC
22,0,0,8683,Netjacarei Telecon Ltda,Brazil,BR,0,53081,LACNIC
22,0,0,8699,Netalis SAS,France,FR,0,20565,RIPE NCC
22,0,0,8704,Gosfield North Communications Co-operative Limited,Canada,CA,0,19465,ARIN
22,0,0,8707,TEA Ltd.,Bulgaria,BG,0,8431,RIPE NCC
22,0,0,8708,PT. Cipta Informatika Cemerlang,Indonesia,ID,0,45295,APNIC
22,0,0,8709,Crane Ltd,Russia,RU,0,48485,RIPE NCC
22,20,0,8710,"Interphase Communications, Inc.",United States,US,0.91,54301,ARIN
22,0,0,8711,Base Ltd.,Russia,RU,0,47397,RIPE NCC
22,22,0,8713,T.H. Global Vision SARL,Lebanon,LB,1,59989,RIPE NCC
22,6,0,8713,Login.Me (Pvt) Ltd,Pakistan,PK,0.27,131471,APNIC
22,8,0,8713,"JAWA POS NATIONAL NETWORK MEDIALINK, PT",Indonesia,ID,0.36,38527,APNIC
22,0,0,8713,AzInTelecom LLC,Azerbaijan,AZ,0,200729,RIPE NCC
22,22,0,8718,Conterra,United States,US,1,14832,ARIN
22,0,0,8718,Panchsheel Broadband Services Private Limited,India,IN,0,132778,APNIC
22,0,0,8718,ASOCIACION REGIONAL DE COOPERATIVAS DE SERVICIOS PUBLICOS,Argentina,AR,0,52428,LACNIC
22,0,0,8723,Elbracht-Computer Netzwerk & Grafik Service GmbH,Germany,DE,0,29404,RIPE NCC
22,0,0,8725,Limited Liability Company SKS Telecom,Russia,RU,0,59574,RIPE NCC
22,0,0,8726,"HOSTLINE, UAB",Lithuania,LT,0,198651,RIPE NCC
22,0,0,8728,Detronics s.r.o.,Slovakia,SK,0,56656,RIPE NCC
22,0,0,8739,Infotelecom SP Ltd.,Russia,RU,0,62340,RIPE NCC
22,0,0,8739,IIJ Global Soltuions Singapore Pte. Ltd.,Singapore,SG,0,59258,APNIC
22,0,0,8745,General Telecommunication Networks Limited,Nigeria,NG,0,37605,AFRINIC
22,22,0,8745,Hutchison Telecommunications (Hong Kong) Ltd,Hong Kong,HK,1,17794,APNIC
22,0,0,8745,IPAX OG,Austria,AT,0,44133,RIPE NCC
22,0,0,8752,Fonelight Telecomunicações S/A,Brazil,BR,0,263424,LACNIC
22,0,0,8754,Mosinfocom Llc,Russia,RU,0,47989,RIPE NCC
22,10,0,8756,FAUST ISP LTD.,Ukraine,UA,0.45,29074,RIPE NCC
22,0,0,8757,"UKRAINIAN-AMERICAN-SWISS LIMITED LIABILITY PARTNERSHIP ""KANCOM""",Ukraine,UA,0,16007,RIPE NCC
22,0,0,8757,Inter Plus Sp. z o.o.,Poland,PL,0,60782,RIPE NCC
22,0,0,8759,Dynamic Connection SRL,Romania,RO,0,35512,RIPE NCC
22,13,0,8760,HyperNET sp. z o.o.,Poland,PL,0.59,48956,RIPE NCC
22,0,0,8761,"IntegraDesign, Mariusz Barczyk",Poland,PL,0,61154,RIPE NCC
22,10,0,8762,"Timor Telecom, SA",East Timor,TL,0.45,38077,APNIC
22,0,0,8762,Tomato Web (Pvt) Limited,Bangladesh,BD,0,56264,APNIC
22,22,0,8764,"TierPoint, LLC",United States,US,1,16858,ARIN
22,0,0,8767,KDDI SINGAPORE PTE LTD,Singapore,SG,0,56197,APNIC
22,21,0,8767,Volo Broadband,United States,US,0.95,33097,ARIN
22,22,0,8771,InfoUSA,United States,US,1,12154,ARIN
22,20,0,8771,Horizon Telecom B.V.,Netherlands,NL,0.91,60880,RIPE NCC
22,0,0,8774,CMPak Limited,Pakistan,PK,0,138423,APNIC
22,0,0,8774,NetcoRR Synergies SRL,Romania,RO,0,8423,RIPE NCC
22,0,0,8777,ST. JOHN CO-OPERATIVE TELEPHONE AND TELEGRAPH COMPANY,United States,US,0,393301,ARIN
22,0,0,8781,2713/4 lakshmi building adipampa road v.v.mohalla,India,IN,0,131210,APNIC
22,0,0,8787,globe internet limited,Malawi,MW,0,37098,AFRINIC
22,0,0,8787,MTS PJSC,Russia,RU,0,13155,RIPE NCC
22,0,0,8787,GOX INTERNET,Brazil,BR,0,263623,LACNIC
22,7,0,8787,PT Graha Anugrah Sejahtera,Indonesia,ID,0.32,56239,APNIC
22,0,0,8787,Realtel Network Services Pvt Ltd,India,IN,0,132754,APNIC
22,0,0,8796,"Unitel, LLC",Russia,RU,0,62205,RIPE NCC
22,0,0,8797,DLX NETWORKS LTD,United Kingdom,GB,0,202020,RIPE NCC
22,22,0,8800,Guaiba Telecom,Brazil,BR,1,53165,LACNIC
22,0,0,8803,Cosmonline Informática Ltda,Brazil,BR,0,28163,LACNIC
22,0,0,8809,JS SERVICOS E TELECOMUNICACOES LTDA ME,Brazil,BR,0,265018,LACNIC
22,22,0,8810,Nha Chica Provedor de Internet Resendenet Ltda,Brazil,BR,1,53114,LACNIC
22,0,0,8811,Pannet Serviços On Line Ltda,Brazil,BR,0,53174,LACNIC
22,0,0,8812,Sansara Telecom,Brazil,BR,0,263320,LACNIC
22,0,0,8815,BJ NET Provedor de Internet Ltda. - ME,Brazil,BR,0,52545,LACNIC
22,0,0,8816,Siportal Srl,Italy,IT,0,28999,RIPE NCC
22,0,0,8818,DEBIAN SIGNAL COMUNICAÇÃO MULTIMIDIA LTDA ME,Brazil,BR,0,28610,LACNIC
22,0,0,8819,SCR - Provedor de Internet Ltda,Brazil,BR,0,52989,LACNIC
22,0,0,8820,Axnet Provedor de Internet Comercio Ltda,Brazil,BR,0,53095,LACNIC
22,0,0,8821,Acesso Telecomunicacoes LTDA,Brazil,BR,0,263517,LACNIC
22,0,0,8822,Beginning 2 End Technologies,South Africa,ZA,0,328068,AFRINIC
22,0,0,8823,Mais Internet LTDA EPP,Brazil,BR,0,61900,LACNIC
22,0,0,8824,VIARAPIDA TELECOMUNICAÇÕES LTDA - ME,Brazil,BR,0,264943,LACNIC
22,0,0,8825,Hitec Sure cc,South Africa,ZA,0,328038,AFRINIC
22,0,0,8827,"OOO ""PC""",Russia,RU,0,64433,RIPE NCC
22,0,0,8830,Allegro.pl sp. z o.o.,Poland,PL,0,31621,RIPE NCC
22,0,0,8832,FNT Telecomunicações e acesso a redes de Internet,Brazil,BR,0,263390,LACNIC
22,0,0,8835,IBSOL TELECOM LTDA,Brazil,BR,0,53205,LACNIC
22,0,0,8837,"3dB Wireless, Inc",United States,US,0,53274,ARIN
22,0,0,8837,Linhares Serviços Online LTDA EPP,Brazil,BR,0,28156,LACNIC
22,0,0,8842,Netwalk Telecomunicações em Inf. Ltda,Brazil,BR,0,262686,LACNIC
22,0,0,8848,SP INTERNET TECHNOLOGIES PRIVATE LTD,India,IN,0,134863,APNIC
22,12,0,8848,DeltaAtiva Telecomunicacoes,Brazil,BR,0.55,52651,LACNIC
22,0,0,8854,"1Wire Communications, LLC",United States,US,0,11475,ARIN
22,0,0,8854,SLIM NET TELECOM LTDA,Brazil,BR,0,264521,LACNIC
22,0,0,8854,Young S.A.,Argentina,AR,0,52349,LACNIC
22,0,0,8862,COOPERATIVA ELECTRICA DE GENERAL DEHEZA LTDA.,Argentina,AR,0,52372,LACNIC
22,0,0,8862,NovaNet Provedor e Web Ltda,Brazil,BR,0,52626,LACNIC
22,0,0,8862,Central Post and Telecommunication (CPT),Vietnam,VN,0,63747,APNIC
22,0,0,8862,IP-Connect LLC,Ukraine,UA,0,57944,RIPE NCC
22,0,0,8862,VESCNET PROVEDORES LTDA,Brazil,BR,0,262792,LACNIC
22,0,0,8862,"VIA PERSONAL TECNOLOGIA, INFORMAÇÃO E COMUNICAÇÃO",Brazil,BR,0,52690,LACNIC
22,21,0,8862,Sistel Srl,Italy,IT,0.95,208877,RIPE NCC
22,0,0,8877,ONLIME SL LIMITED,Sierra Leone,SL,0,37449,AFRINIC
22,0,0,8877,Mikroel Ltd,Ukraine,UA,0,24758,RIPE NCC
22,0,0,8877,COOPERATIVA DE ELECTRIFICACIÓN RURAL DE GUANACASTE R.L.,Costa Rica,CR,0,263762,LACNIC
22,0,0,8877,Montgomery County Intermediate Unit,United States,US,0,32554,ARIN
22,22,0,8877,Wholesale Air-time Inc.,United States,US,1,25671,ARIN
22,0,0,8877,ByteSolution S.A. (WispSolution Internet),Argentina,AR,0,263769,LACNIC
22,0,0,8877,"UNITEL T+ Telecomunicacoes, Sociedade Unipessoal, S.A.",Cape Verde,CV,0,37575,AFRINIC
22,0,0,8877,HELP DESK NET TELECOMUNICACOES LTDA ME,Brazil,BR,0,262523,LACNIC
22,22,0,8892,EXCELSIMO NETWORKS LIMITED,Nigeria,NG,1,327924,AFRINIC
22,0,0,8892,Plan-b Ltd,New Zealand,NZ,0,23934,APNIC
22,0,0,8892,BRANDAO SERVICOS DE COMUNICACAO LTDA,Brazil,BR,0,267964,LACNIC
22,0,0,8892,Roveri Opção Provedor de Acesso a Internet Ltda ME,Brazil,BR,0,263028,LACNIC
22,0,0,8907,Spadhausen SRL Unipersonale,Italy,IT,0,62166,RIPE NCC
22,0,0,8911,P-T-K Ltd,Russia,RU,0,51011,RIPE NCC
22,22,0,8913,Fiberway Sp. z o.o.,Poland,PL,1,51399,RIPE NCC
22,0,0,8914,MIkhail Lavkin,Russia,RU,0,56418,RIPE NCC
22,0,0,8915,Server North,Canada,CA,0,32881,ARIN
22,0,0,8918,PT Mitra Lintas Multimedia,Indonesia,ID,0,136093,APNIC
22,0,0,8920,INEXA - Flavio Jose Penso Junior - ME,Brazil,BR,0,262299,LACNIC
22,0,0,8921,Orioncom SPRL,Democratic Republic of the Congo,CD,0,37638,AFRINIC
22,22,0,8924,Fastnet Communications,Canada,CA,1,394352,ARIN
22,0,0,8925,MULTICABLE DE HONDURAS,Honduras,HN,0,263725,LACNIC
22,0,0,8927,High Availability Hosting Limited,United Kingdom,GB,0,49485,RIPE NCC
22,0,0,8932,L2Networks Corp.,United States,US,0,40911,ARIN
22,0,0,8932,LUCAS NETWORK INFORMATICA LTDA ME,Brazil,BR,0,262550,LACNIC
22,0,0,8932,Weebo networks Pvt Ltd,India,IN,0,136946,APNIC
22,0,0,8932,JSC Avantel,Russia,RU,0,8711,RIPE NCC
22,18,0,8936,Barbourville Utility Commission,United States,US,0.82,13351,ARIN
22,0,0,8938,Capgemini Technology Services India Limited,India,IN,0,24391,APNIC
22,0,0,8938,Stowe Communications LLC,United States,US,0,11589,ARIN
